W10,white/black
W11,white/navy
W12,white/claret
W17,white/ivy green
W23,white/carhartt brown
W25,white/mineral red
W31,white/wild aster
W35,snow white
WAL,walnut
WBN,white/brown
WBV,wave blue
WBY,wildberry
WET,wheat
WGD,wisp gold
WGY,white/gray
WHB,white/barnred
WHC,white/chambray
WHE,wheat
WHN,wheat nubuck
WHP,white pearl
WHT,white
WID,white indigo
WIL,willow
WIN,wine
WLT,white/blue multi
WMH,watermelon heather
WNB,worn brown
WPH,wild plum heather
WRB,worn in blue
WRN,worn
WRS ,wild rose
WSK,whiskey
WTB,weathered blue
WTM,watermelon
WVB,wave blue
WWH,winter white
WWT,winter white
WWW,woodland winter white
WX0,white assorted
Y16,banana cream
Y28,freesia
Y34,old gold
YLW,yellow
ZCG,zinc grey
